Headline,Score,Name,Country,Region,Continent,Site,Collected
Rescue / Vietnamese parents buy back children from Cambodian casino mafia,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Getaway / 10 camping destinations to escape holiday crowds,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Highlands / Ha Giang: markedly different geography and culture makes a difference,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Kept busy / Seniors long to keep working after retirement,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Filmmaking / Foreign co-productions fail to impress moviegoers,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnamese workers earn half of Thai counterparts in Japanese companies,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Aging population to negate Vietnam's cheap labor advantage: report,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Fuel distributors incur loss on commission cuts,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Two receive death for throwing drug-fueled parties at Hanoi mental hospital,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnam set for 7-9 day Tet break,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Covid cases on the rise in HCMC,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Gas stations run out of fuel in southern Vietnam,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"var placeHolderEl=document.getElementById('630f79d04f1e1');if(e_us==1){var newEl=document.createElement(span);newEl.classList.add(premium-label);newEl.innerHTML='<i class=icon-pre></i>Premium';placeHolderEl.parentNode.replaceChild(newEl,placeHolderEl);}else{placeHolderEl.remove();}
As property market falls, leveraging comes back to bite investors",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Southern Vietnam's longest expressway project stalled for four years,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Bullet train hotel - a new stop in northern hill town,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Woman arrested for attempted sale of daughter,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Woman running high-end prostitution ring arrested in northern Vietnam,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Transgender draft law calls for maternity, marriage rights in Vietnam",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Five high-end resorts offering rice terrace views,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
I have never seen such disregard for traffic laws like in Vietnam,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"var placeHolderEl=document.getElementById('630f79d04f436');if(e_us==1){var newEl=document.createElement(span);newEl.classList.add(premium-label);newEl.innerHTML='<i class=icon-pre></i>Premium';placeHolderEl.parentNode.replaceChild(newEl,placeHolderEl);}else{placeHolderEl.remove();}
Vietnamese parents buy back children from Cambodian casino mafia",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Foreign visitor number increases by 38 pct in August,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Airports to apply automatic toll collection to avoid congestion,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
22 million tourists for Vietnam in 2026 is pie in the sky,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Consequences if hospitals are forced to buy cheap, doctors warn",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"var placeHolderEl=document.getElementById('630f79d05164f');if(e_us==1){var newEl=document.createElement(span);newEl.classList.add(premium-label);newEl.innerHTML='<i class=icon-pre></i>Premium';placeHolderEl.parentNode.replaceChild(newEl,placeHolderEl);}else{placeHolderEl.remove();}
Booming foreign investment to push Vietnam up value chain",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Vietnam grants amnesty to 2,400 prisoners on National Day holiday",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Rain forecast for Vietnam's National Day holiday,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnamese man surrenders after smuggling 50 to Cambodia,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
HCMC metro train goes on test run,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
CEO Mai Son: From flight attendant to fashion empire,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Masterise Group, Druce cooperate in global distribution of Vietnam's residential property",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnam 2022 rice exports to rise to 6.3-6.5 mln tonnes,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"As property market falls, leveraging comes back to bite investors",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
iPhone sales more than double in Q2,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Four Seasons includes Hoi An in luxury jet tour,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Tan Son Nhat, Noi Bai airports to see overcrowding this holiday weekend",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnam among top 10 destinations for budget-friendly tourists,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Hanoi to host international circus festival in December,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Show movies until 2 am, not round the clock: cinema department",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Le Pho's 'Vietnamese Lady' fetches $550,000 at Singapore painting auction",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Southern home stands out with arched shape ceiling,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnamese children at risk of online sexual exploitation,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Explore all Vietnamese and International news,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Vietnam, Malaysia, Singapore in same AFF Cup group",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Singapore swimmer Joseph Schooling apologizes for cannabis use at Hanoi SEA Games,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnamese athlete 'enjoys the worst' to cope with deca ultra triathlon challenge,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Vietnam tennis ace enters world top 300,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Top Vietnamese chess player to enter world top 20,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"US, South Korea stage largest combined military drills in years",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Thailand looks to Indian weddings to boost tourism revenue,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
S Korea to end pre-departure Covid test requirement for international arrivals,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
NASA to make second attempt at debut moon rocket launch on Saturday,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Last Soviet leader Mikhail Gorbachev, who ended the Cold War, dies aged 91",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
Explore the top stories about Vietnam,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
It's best if we just let women dress how they like,0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
"Managing family's finance is a matter of trust, not power",0,VnExpress,Vietnam,Southeast Asia,Asia,https://e.vnexpress.net/,20220831
​Fines not enough to deter noise pollution in Ho Chi Minh City: officials,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Ho Chi Minh City woman has rare heart tumor, among world’s largest, removed",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Favorable weather with occasional rains forecast for holiday weekend in Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnamese province suspends four environment inspectors over illegal household aquaculture,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam 2022 rice exports to rise to 6.3-6.5 mln tonnes: food assoc,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Saigon Heat advances to VBA finals for third consecutive time,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam one of the largest investors in Laos,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Fines not enough to deter noise pollution in Ho Chi Minh City: officials,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Draw puts Vietnam in same group with Malaysia, Singapore, Myanmar, Laos at AFF Cup 2022",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
34 workers injured in gas pipe blast at S.Korean firm in northern Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
We're hiring: babies wanted for Japan nursing home,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Asia stocks struggle as Fed tightening fears flare,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Japan calls for $24 bln investment to boost battery competitiveness,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
S.Korea to end pre-departure COVID test requirement for international arrivals,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Breakfast @ Tuoi Tre News — August 31,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Thanh Ha pottery profession commemoration in Vietnam's Hoi An,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"‘Lantern streets’ in Hanoi, Ho Chi Minh City filled with weekend visitors as Mid-Autumn Festival nears",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Prolonged downpours triggered by Storm Ma-on flood streets, houses in northern Vietnam",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Ambassadors, diplomatic representatives cycle in Hanoi to mark ASEAN Family Day",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"'Pioneer the Possible': Sweden, Vietnam jointly work toward sustainable development",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Thousands watch hot-air balloon performance marking 31st SEA Games in Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Destinations in northern Vietnam to visit during National Day,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
World Association of Master Chefs in Vietnam offers free training to disadvantaged learners,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam's Masan focuses on digital transformation to boost consumer retail,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Live cheap or live expensive: The choice is yours in Ho Chi Minh City,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnamese woman wins grand triathlon in Switzerland,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnamese men at risk from over-the-counter penile enhancement techniques,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Police rescue nine people stuck in elevator in Ho Chi Minh City,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
9 must-visit destinations near Ho Chi Minh City for National Day break,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam - S.Korea trade likely reaches $100bn this year: Consul General,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Bangladesh to import rice from Vietnam and India to replenish reserves,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnamese wood firms struggle to seek new markets,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Movie showings should last until no later than 2:00 am: Vietnam cinema watchdog,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
A startup for kids’ feelings in Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Vietnamese mother, teenage son dwell in cemetery",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Young Vietnamese embrace meditation retreat to find inner peace,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam loses bronze medal to Thailand at Asian Women's Volleyball Cup,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Vietnam – the second time around,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Mystery bag and a box of beer in Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"Many parts of Vietnam dogged by overcrowded schools, teacher shortage",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Khmer girl’s journey to Fulbright University Vietnam,0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"7 teen girls suffer nausea, dizziness after smoking e-cigarettes in class in Vietnam",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
"For 30 years, this stall has filled Hanoian bellies with deep-fried glutinous rice balls",0,Tuoi Tre News,Vietnam,Southeast Asia,Asia,https://tuoitrenews.vn/,20220831
Ministry of Labor and Social Welfare Warns of Illegal Work Schemes in South Korea,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Caretaker Prime Minister of Thailand Granted Acting PM Powers,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Luang Prabang Boat Racing Leaves Controversy in Wake,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
MDMA Laced Coffee Becomes Dangerous Party Drug in Laos,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Which Provinces in Laos are Facing Heavy Flooding?,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Lao Delegation Travels to Geneva for UN Review of Disability Rights...,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
"Over 15,000 Cambodians Evacuate Following Fake Catastrophic Flood Prediction",0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Asian Elephant Gives Birth to New Baby in Laos,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Cambodia Bans Talc Powder Imports Over Asbestos,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Japan Donates Vehicles and Rescue Equipment to Help Flood-Stricken Laos,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
"Investing in Ethnic Midwives to Protect Maternal Health, UNFPA",0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Must Smuggled Food Be Destroyed? Perhaps It Could Go to the...,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Mekong River Monitors Report Preliminary Observations on Dam Impact,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Vientiane Capital Floods Again Following Heavy Rains,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Nam Ngum 1 Dam Begins Operating New Extension,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Transport Trucks Remain Stranded at Laos-China Border,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Laos Government Affirms Commitment to Preventing Default,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
UN Calls for Inclusive and Fair Digital Transformation in Asia and...,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
Ministry of Labor and Social Welfare Warns of Illegal Work Schemes...,0,Laotian Times,Laos,Southeast Asia,Asia,https://laotiantimes.com/,20220831
